id_cmd|id_c|id_v|quantite_et_pdt|date_cmd
715|75|3|[{id_produit=31, quantite=9}, {id_produit=32, quantite=5}, {id_produit=9, quantite=17}, {id_produit=21, quantite=10}, {id_produit=16, quantite=2}, {id_produit=24, quantite=3}, {id_produit=49, quantite=8}, {id_produit=18, quantite=20}, {id_produit=13, quantite=6}, {id_produit=6, quantite=2}, {id_produit=43, quantite=9}, {id_produit=27, quantite=14}]|15-12-2021
716|31|1|[{id_produit=31, quantite=3}, {id_produit=10, quantite=2}, {id_produit=50, quantite=7}, {id_produit=9, quantite=20}, {id_produit=19, quantite=17}, {id_produit=30, quantite=6}, {id_produit=36, quantite=6}, {id_produit=42, quantite=11}]|16-10-2021
717|20|2|[{id_produit=18, quantite=14}, {id_produit=22, quantite=10}, {id_produit=50, quantite=7}, {id_produit=55, quantite=13}, {id_produit=41, quantite=6}, {id_produit=11, quantite=15}, {id_produit=56, quantite=15}]|19-10-2021
718|69|4|[{id_produit=50, quantite=10}, {id_produit=8, quantite=14}, {id_produit=47, quantite=20}, {id_produit=11, quantite=3}, {id_produit=15, quantite=13}, {id_produit=17, quantite=17}, {id_produit=7, quantite=20}, {id_produit=59, quantite=1}, {id_produit=56, quantite=20}, {id_produit=24, quantite=11}]|18-01-2021
719|28|5|[{id_produit=29, quantite=18}, {id_produit=55, quantite=19}, {id_produit=7, quantite=14}, {id_produit=3, quantite=14}, {id_produit=40, quantite=13}, {id_produit=39, quantite=9}, {id_produit=59, quantite=15}, {id_produit=58, quantite=7}, {id_produit=15, quantite=5}, {id_produit=3, quantite=19}, {id_produit=12, quantite=15}, {id_produit=48, quantite=19}, {id_produit=54, quantite=4}, {id_produit=49, quantite=3}, {id_produit=55, quantite=10}, {id_produit=22, quantite=1}, {id_produit=19, quantite=13}, {id_produit=52, quantite=2}, {id_produit=12, quantite=2}]|27-03-2021
720|2|4|[{id_produit=52, quantite=2}, {id_produit=3, quantite=5}, {id_produit=6, quantite=12}, {id_produit=30, quantite=13}, {id_produit=55, quantite=11}, {id_produit=42, quantite=12}, {id_produit=33, quantite=6}, {id_produit=46, quantite=18}, {id_produit=59, quantite=8}, {id_produit=3, quantite=7}, {id_produit=12, quantite=9}]|18-06-2022
721|12|1|[{id_produit=53, quantite=14}, {id_produit=25, quantite=4}, {id_produit=3, quantite=13}, {id_produit=50, quantite=3}, {id_produit=41, quantite=15}, {id_produit=36, quantite=3}, {id_produit=7, quantite=19}, {id_produit=48, quantite=13}, {id_produit=33, quantite=4}, {id_produit=59, quantite=5}, {id_produit=38, quantite=7}, {id_produit=41, quantite=16}, {id_produit=20, quantite=2}]|07-12-2022
722|96|4|[{id_produit=49, quantite=2}, {id_produit=18, quantite=3}, {id_produit=25, quantite=13}, {id_produit=43, quantite=16}, {id_produit=18, quantite=18}, {id_produit=59, quantite=17}, {id_produit=46, quantite=13}, {id_produit=23, quantite=6}, {id_produit=39, quantite=2}, {id_produit=17, quantite=5}, {id_produit=53, quantite=4}, {id_produit=26, quantite=16}, {id_produit=52, quantite=19}, {id_produit=45, quantite=5}, {id_produit=3, quantite=3}, {id_produit=18, quantite=6}, {id_produit=13, quantite=7}, {id_produit=36, quantite=4}, {id_produit=14, quantite=13}, {id_produit=42, quantite=6}]|27-06-2021
723|46|2|[{id_produit=48, quantite=8}, {id_produit=25, quantite=7}, {id_produit=44, quantite=18}, {id_produit=59, quantite=18}, {id_produit=59, quantite=1}, {id_produit=25, quantite=11}, {id_produit=29, quantite=4}, {id_produit=60, quantite=12}, {id_produit=15, quantite=8}, {id_produit=59, quantite=17}, {id_produit=31, quantite=12}, {id_produit=38, quantite=14}, {id_produit=36, quantite=11}, {id_produit=54, quantite=14}, {id_produit=5, quantite=17}]|10-11-2021
724|54|2|[{id_produit=35, quantite=3}, {id_produit=21, quantite=12}]|02-11-2021
725|69|4|[{id_produit=50, quantite=17}, {id_produit=51, quantite=4}, {id_produit=5, quantite=14}, {id_produit=27, quantite=18}, {id_produit=34, quantite=20}, {id_produit=9, quantite=14}, {id_produit=59, quantite=5}, {id_produit=33, quantite=6}, {id_produit=5, quantite=13}, {id_produit=58, quantite=3}, {id_produit=50, quantite=4}, {id_produit=30, quantite=14}, {id_produit=59, quantite=3}, {id_produit=40, quantite=14}]|29-12-2021
726|63|5|[{id_produit=25, quantite=13}, {id_produit=12, quantite=2}]|12-02-2022
727|18|3|[{id_produit=49, quantite=13}, {id_produit=9, quantite=8}, {id_produit=55, quantite=12}, {id_produit=57, quantite=7}, {id_produit=7, quantite=6}, {id_produit=51, quantite=5}, {id_produit=12, quantite=11}, {id_produit=60, quantite=9}, {id_produit=8, quantite=17}, {id_produit=32, quantite=5}, {id_produit=5, quantite=18}, {id_produit=13, quantite=16}]|19-12-2021
728|29|5|[{id_produit=46, quantite=2}, {id_produit=31, quantite=2}, {id_produit=35, quantite=19}, {id_produit=46, quantite=16}, {id_produit=58, quantite=7}, {id_produit=45, quantite=9}, {id_produit=51, quantite=3}, {id_produit=49, quantite=13}, {id_produit=18, quantite=14}, {id_produit=4, quantite=6}, {id_produit=21, quantite=11}, {id_produit=49, quantite=4}, {id_produit=19, quantite=1}]|16-07-2022
729|70|4|[{id_produit=20, quantite=14}, {id_produit=11, quantite=4}, {id_produit=21, quantite=3}, {id_produit=25, quantite=1}, {id_produit=25, quantite=16}]|27-06-2021
730|23|1|[{id_produit=43, quantite=6}, {id_produit=57, quantite=16}, {id_produit=4, quantite=15}]|16-10-2022
731|24|4|[{id_produit=14, quantite=6}, {id_produit=19, quantite=12}, {id_produit=7, quantite=1}, {id_produit=4, quantite=17}, {id_produit=53, quantite=9}, {id_produit=35, quantite=1}, {id_produit=60, quantite=15}, {id_produit=60, quantite=8}, {id_produit=5, quantite=1}, {id_produit=40, quantite=8}, {id_produit=48, quantite=16}, {id_produit=26, quantite=9}]|27-01-2021
732|20|4|[{id_produit=50, quantite=9}, {id_produit=1, quantite=18}, {id_produit=40, quantite=10}, {id_produit=45, quantite=2}, {id_produit=51, quantite=13}, {id_produit=14, quantite=11}, {id_produit=36, quantite=19}, {id_produit=39, quantite=18}, {id_produit=15, quantite=20}, {id_produit=57, quantite=18}, {id_produit=17, quantite=7}, {id_produit=58, quantite=18}, {id_produit=14, quantite=18}]|06-02-2022
733|75|2|[{id_produit=45, quantite=10}, {id_produit=57, quantite=1}, {id_produit=17, quantite=2}, {id_produit=57, quantite=9}, {id_produit=19, quantite=20}, {id_produit=48, quantite=4}, {id_produit=22, quantite=7}, {id_produit=41, quantite=18}, {id_produit=22, quantite=10}, {id_produit=37, quantite=18}, {id_produit=16, quantite=14}, {id_produit=17, quantite=17}]|22-05-2022
734|10|2|[{id_produit=58, quantite=7}, {id_produit=55, quantite=14}, {id_produit=7, quantite=8}, {id_produit=37, quantite=9}, {id_produit=40, quantite=1}, {id_produit=36, quantite=6}, {id_produit=44, quantite=19}, {id_produit=59, quantite=7}, {id_produit=17, quantite=3}, {id_produit=55, quantite=18}, {id_produit=38, quantite=18}, {id_produit=20, quantite=18}, {id_produit=2, quantite=6}]|17-06-2021
735|19|4|[{id_produit=9, quantite=12}, {id_produit=59, quantite=13}, {id_produit=19, quantite=17}, {id_produit=32, quantite=5}, {id_produit=18, quantite=2}, {id_produit=18, quantite=2}, {id_produit=26, quantite=8}, {id_produit=17, quantite=3}, {id_produit=45, quantite=12}, {id_produit=52, quantite=17}, {id_produit=54, quantite=11}, {id_produit=22, quantite=8}, {id_produit=48, quantite=4}, {id_produit=46, quantite=10}, {id_produit=57, quantite=14}, {id_produit=38, quantite=20}]|06-12-2022
736|24|4|[{id_produit=4, quantite=20}, {id_produit=21, quantite=12}, {id_produit=25, quantite=2}, {id_produit=55, quantite=19}, {id_produit=22, quantite=19}, {id_produit=9, quantite=9}, {id_produit=48, quantite=18}, {id_produit=34, quantite=18}, {id_produit=16, quantite=9}, {id_produit=25, quantite=13}]|10-11-2022
737|95|3|[{id_produit=15, quantite=4}, {id_produit=1, quantite=18}, {id_produit=39, quantite=4}, {id_produit=23, quantite=3}, {id_produit=14, quantite=6}, {id_produit=42, quantite=18}, {id_produit=13, quantite=13}]|31-05-2021
738|56|2|[{id_produit=44, quantite=7}, {id_produit=21, quantite=15}, {id_produit=7, quantite=8}, {id_produit=57, quantite=20}, {id_produit=27, quantite=8}, {id_produit=9, quantite=8}, {id_produit=24, quantite=6}]|13-09-2022
739|65|1|[{id_produit=4, quantite=6}, {id_produit=23, quantite=9}, {id_produit=9, quantite=9}, {id_produit=26, quantite=14}, {id_produit=21, quantite=4}, {id_produit=36, quantite=1}, {id_produit=12, quantite=4}, {id_produit=4, quantite=1}, {id_produit=14, quantite=14}, {id_produit=60, quantite=6}, {id_produit=39, quantite=10}, {id_produit=5, quantite=10}, {id_produit=29, quantite=10}, {id_produit=51, quantite=13}, {id_produit=29, quantite=9}, {id_produit=6, quantite=3}, {id_produit=55, quantite=11}, {id_produit=40, quantite=18}, {id_produit=39, quantite=1}]|03-01-2021
740|63|3|[{id_produit=52, quantite=15}]|10-06-2022
741|3|5|[{id_produit=51, quantite=12}, {id_produit=41, quantite=18}, {id_produit=44, quantite=7}, {id_produit=42, quantite=13}, {id_produit=29, quantite=20}, {id_produit=1, quantite=19}, {id_produit=59, quantite=4}, {id_produit=23, quantite=16}, {id_produit=1, quantite=2}, {id_produit=54, quantite=18}, {id_produit=10, quantite=20}, {id_produit=36, quantite=15}, {id_produit=45, quantite=2}, {id_produit=41, quantite=17}, {id_produit=11, quantite=20}]|31-03-2021
742|11|4|[{id_produit=33, quantite=20}, {id_produit=12, quantite=14}, {id_produit=55, quantite=3}, {id_produit=27, quantite=16}, {id_produit=4, quantite=6}, {id_produit=39, quantite=9}, {id_produit=60, quantite=9}, {id_produit=36, quantite=9}, {id_produit=28, quantite=15}, {id_produit=20, quantite=20}, {id_produit=29, quantite=2}, {id_produit=16, quantite=9}, {id_produit=15, quantite=18}, {id_produit=8, quantite=13}, {id_produit=19, quantite=12}]|21-12-2022
743|65|3|[{id_produit=40, quantite=18}, {id_produit=35, quantite=2}, {id_produit=56, quantite=14}, {id_produit=46, quantite=16}, {id_produit=50, quantite=10}, {id_produit=35, quantite=19}, {id_produit=45, quantite=11}, {id_produit=44, quantite=15}, {id_produit=31, quantite=1}, {id_produit=46, quantite=2}, {id_produit=1, quantite=17}, {id_produit=39, quantite=20}, {id_produit=11, quantite=19}, {id_produit=3, quantite=18}]|11-02-2021
744|48|4|[{id_produit=45, quantite=12}, {id_produit=18, quantite=10}, {id_produit=38, quantite=9}, {id_produit=9, quantite=13}, {id_produit=9, quantite=13}, {id_produit=13, quantite=8}, {id_produit=28, quantite=6}, {id_produit=41, quantite=20}, {id_produit=30, quantite=1}, {id_produit=22, quantite=11}, {id_produit=28, quantite=11}]|18-06-2022
745|28|5|[{id_produit=48, quantite=5}, {id_produit=53, quantite=3}, {id_produit=59, quantite=4}, {id_produit=43, quantite=8}, {id_produit=52, quantite=13}, {id_produit=15, quantite=8}, {id_produit=19, quantite=10}, {id_produit=9, quantite=8}, {id_produit=23, quantite=11}, {id_produit=27, quantite=14}, {id_produit=7, quantite=11}, {id_produit=14, quantite=18}, {id_produit=32, quantite=9}, {id_produit=49, quantite=20}]|24-03-2021
746|97|3|[{id_produit=39, quantite=10}, {id_produit=28, quantite=9}, {id_produit=1, quantite=7}, {id_produit=60, quantite=6}, {id_produit=54, quantite=7}, {id_produit=53, quantite=20}, {id_produit=19, quantite=19}, {id_produit=19, quantite=8}, {id_produit=7, quantite=18}, {id_produit=50, quantite=8}, {id_produit=45, quantite=18}, {id_produit=14, quantite=19}, {id_produit=39, quantite=8}, {id_produit=18, quantite=4}, {id_produit=6, quantite=18}, {id_produit=50, quantite=17}]|21-08-2021
747|58|3|[{id_produit=26, quantite=20}, {id_produit=8, quantite=12}, {id_produit=10, quantite=14}, {id_produit=19, quantite=19}]|28-07-2022
748|26|3|[{id_produit=51, quantite=4}, {id_produit=57, quantite=14}, {id_produit=56, quantite=13}]|26-10-2022
749|97|1|[{id_produit=46, quantite=17}, {id_produit=4, quantite=18}, {id_produit=23, quantite=19}, {id_produit=49, quantite=6}, {id_produit=49, quantite=19}, {id_produit=37, quantite=19}, {id_produit=58, quantite=14}, {id_produit=3, quantite=19}]|18-08-2021
750|86|3|[{id_produit=15, quantite=18}, {id_produit=43, quantite=17}, {id_produit=54, quantite=2}, {id_produit=25, quantite=15}, {id_produit=7, quantite=18}, {id_produit=44, quantite=15}, {id_produit=54, quantite=6}, {id_produit=22, quantite=10}, {id_produit=12, quantite=2}]|28-06-2022
751|26|3|[{id_produit=12, quantite=19}, {id_produit=9, quantite=15}, {id_produit=36, quantite=4}, {id_produit=57, quantite=3}, {id_produit=34, quantite=4}, {id_produit=4, quantite=12}, {id_produit=30, quantite=20}, {id_produit=37, quantite=16}, {id_produit=56, quantite=14}, {id_produit=46, quantite=13}, {id_produit=29, quantite=16}, {id_produit=32, quantite=11}]|31-08-2021
752|83|1|[{id_produit=25, quantite=14}, {id_produit=21, quantite=5}, {id_produit=39, quantite=17}, {id_produit=34, quantite=12}, {id_produit=29, quantite=11}, {id_produit=10, quantite=2}, {id_produit=54, quantite=5}, {id_produit=20, quantite=2}, {id_produit=7, quantite=15}, {id_produit=9, quantite=1}, {id_produit=59, quantite=6}, {id_produit=10, quantite=2}, {id_produit=43, quantite=1}, {id_produit=57, quantite=6}, {id_produit=6, quantite=19}, {id_produit=39, quantite=4}, {id_produit=23, quantite=3}, {id_produit=51, quantite=9}, {id_produit=52, quantite=5}]|27-01-2022
753|90|2|[{id_produit=5, quantite=17}, {id_produit=55, quantite=13}, {id_produit=16, quantite=8}, {id_produit=6, quantite=15}, {id_produit=4, quantite=3}, {id_produit=16, quantite=7}, {id_produit=59, quantite=15}, {id_produit=59, quantite=12}, {id_produit=4, quantite=5}, {id_produit=3, quantite=3}, {id_produit=56, quantite=17}, {id_produit=4, quantite=14}, {id_produit=29, quantite=5}, {id_produit=27, quantite=14}, {id_produit=21, quantite=17}, {id_produit=59, quantite=7}, {id_produit=1, quantite=15}, {id_produit=24, quantite=2}, {id_produit=27, quantite=1}]|28-10-2022
754|50|5|[{id_produit=28, quantite=10}, {id_produit=43, quantite=15}, {id_produit=57, quantite=2}, {id_produit=43, quantite=5}, {id_produit=8, quantite=20}, {id_produit=23, quantite=18}, {id_produit=50, quantite=6}, {id_produit=1, quantite=11}, {id_produit=26, quantite=6}, {id_produit=9, quantite=20}, {id_produit=34, quantite=19}]|28-04-2022
755|65|1|[{id_produit=47, quantite=12}, {id_produit=28, quantite=11}]|31-08-2021
756|71|1|[{id_produit=10, quantite=15}, {id_produit=10, quantite=5}, {id_produit=20, quantite=6}, {id_produit=26, quantite=8}, {id_produit=9, quantite=2}, {id_produit=28, quantite=12}, {id_produit=22, quantite=8}, {id_produit=16, quantite=1}, {id_produit=32, quantite=7}, {id_produit=7, quantite=3}, {id_produit=59, quantite=3}, {id_produit=49, quantite=6}, {id_produit=31, quantite=19}, {id_produit=48, quantite=9}, {id_produit=57, quantite=6}, {id_produit=8, quantite=10}, {id_produit=14, quantite=14}, {id_produit=29, quantite=15}, {id_produit=56, quantite=18}]|17-02-2022
757|37|2|[{id_produit=32, quantite=14}, {id_produit=51, quantite=18}, {id_produit=6, quantite=10}]|31-12-2021
758|79|5|[{id_produit=55, quantite=1}, {id_produit=3, quantite=10}, {id_produit=57, quantite=16}, {id_produit=45, quantite=20}, {id_produit=1, quantite=10}, {id_produit=16, quantite=1}, {id_produit=16, quantite=16}, {id_produit=2, quantite=16}, {id_produit=12, quantite=6}, {id_produit=57, quantite=13}, {id_produit=41, quantite=5}, {id_produit=37, quantite=16}, {id_produit=52, quantite=9}, {id_produit=53, quantite=10}, {id_produit=46, quantite=11}]|22-02-2021
759|48|4|[{id_produit=34, quantite=6}, {id_produit=4, quantite=17}, {id_produit=10, quantite=3}, {id_produit=31, quantite=19}, {id_produit=7, quantite=3}, {id_produit=2, quantite=12}]|25-02-2022
760|96|3|[{id_produit=26, quantite=4}, {id_produit=26, quantite=13}, {id_produit=41, quantite=17}, {id_produit=48, quantite=12}, {id_produit=3, quantite=20}, {id_produit=9, quantite=15}, {id_produit=20, quantite=9}, {id_produit=58, quantite=1}, {id_produit=45, quantite=18}, {id_produit=50, quantite=16}, {id_produit=9, quantite=10}, {id_produit=20, quantite=11}, {id_produit=47, quantite=16}, {id_produit=4, quantite=6}, {id_produit=5, quantite=7}, {id_produit=44, quantite=20}, {id_produit=27, quantite=20}, {id_produit=52, quantite=15}, {id_produit=46, quantite=8}, {id_produit=4, quantite=18}]|16-03-2021
761|99|3|[{id_produit=15, quantite=7}, {id_produit=49, quantite=10}, {id_produit=57, quantite=17}, {id_produit=17, quantite=9}, {id_produit=53, quantite=8}, {id_produit=5, quantite=16}, {id_produit=50, quantite=20}, {id_produit=7, quantite=2}]|01-08-2021
762|42|2|[{id_produit=30, quantite=6}, {id_produit=10, quantite=1}, {id_produit=36, quantite=12}, {id_produit=25, quantite=10}, {id_produit=39, quantite=19}, {id_produit=54, quantite=1}, {id_produit=48, quantite=11}, {id_produit=48, quantite=8}, {id_produit=59, quantite=8}, {id_produit=16, quantite=7}, {id_produit=6, quantite=10}, {id_produit=59, quantite=8}]|26-12-2021
763|30|4|[{id_produit=51, quantite=7}, {id_produit=21, quantite=12}, {id_produit=34, quantite=10}, {id_produit=2, quantite=7}]|06-01-2022
764|79|3|[{id_produit=42, quantite=12}, {id_produit=17, quantite=4}, {id_produit=9, quantite=17}, {id_produit=1, quantite=10}, {id_produit=27, quantite=4}, {id_produit=2, quantite=4}, {id_produit=38, quantite=5}, {id_produit=18, quantite=1}, {id_produit=33, quantite=16}, {id_produit=59, quantite=3}, {id_produit=40, quantite=11}, {id_produit=27, quantite=8}, {id_produit=60, quantite=19}, {id_produit=46, quantite=8}, {id_produit=60, quantite=2}, {id_produit=39, quantite=4}, {id_produit=48, quantite=5}]|09-03-2021
765|96|3|[{id_produit=48, quantite=8}, {id_produit=23, quantite=5}, {id_produit=16, quantite=15}, {id_produit=47, quantite=1}, {id_produit=4, quantite=12}, {id_produit=14, quantite=11}, {id_produit=9, quantite=20}, {id_produit=58, quantite=8}, {id_produit=9, quantite=2}, {id_produit=22, quantite=18}, {id_produit=55, quantite=3}, {id_produit=56, quantite=20}, {id_produit=45, quantite=10}, {id_produit=45, quantite=10}, {id_produit=58, quantite=11}, {id_produit=49, quantite=8}, {id_produit=32, quantite=19}]|08-03-2021
766|69|1|[{id_produit=33, quantite=4}, {id_produit=39, quantite=15}, {id_produit=35, quantite=16}, {id_produit=55, quantite=13}, {id_produit=15, quantite=13}, {id_produit=13, quantite=7}, {id_produit=50, quantite=8}, {id_produit=16, quantite=7}, {id_produit=11, quantite=4}, {id_produit=29, quantite=6}, {id_produit=24, quantite=18}, {id_produit=11, quantite=17}, {id_produit=44, quantite=10}, {id_produit=48, quantite=9}, {id_produit=34, quantite=4}, {id_produit=24, quantite=12}, {id_produit=1, quantite=9}]|30-11-2022
767|51|3|[{id_produit=49, quantite=8}]|22-10-2021
